job_id,created_by,order_id,recurring_id,recurring_count,partner_order_id,team_id,vertical,merchant_id,geofence,tags,auto_assignment,dispatcher_id,job_hash,has_pickup,has_delivery,is_routed,pickup_delivery_relationship,job_description,job_pickup_datetime,job_delivery_datetime,job_pickup_latitude,job_pickup_longitude,job_latitude,job_longitude,creation_datetime,fleet_id,first_fleet_id,user_id,fleet_rating,customer_comment,is_customer_rated,customer_id,arrived_datetime,started_datetime,completed_datetime,acknowledged_datetime,job_status,is_active,job_type,completed_by_admin,open_tracking_link,timezone,job_time,job_date,job_time_utc,job_date_utc,total_distance_travelled,form_id,customer_rating,driver_comment,remarks,barcode,ride_type,matched_pickup_delivery_relationship,is_return_task,insurance_amount,upto_limit,is_package_insured,old_pickup_address,old_pickup_lattitude,old_pickup_longitude,total_amount,payment_method,is_last_delivery,subtotal_amount,total_insurance_amount,total_discount,total_amount_for_all_tasks,total_no_of_tasks,incident_marked_at,incident_marked_at_latitude,incident_marked_at_longitude,is_schedule_task,unique_order_id,service_charge_amount,admin_amount,is_pickup_completed_before,benefit_type,promo_value,old_payment_method,is_job_edited,amount_for_first_task,delivery_completed_by,is_cod_job,cash_handling_charges,cash_handling_percentage,parcel_amount,kwister_cash_handling_charge,delivery_charge_by_buyer,delivery_charge,outstanding_amount,net_processed_amount,surge_cost,surge_type,task_history_image,order_payable_amount,pricing_amount,actual_order_payable_amount,cancellation_reason,cancellation_charges,is_refund_enable,refund_amount,vehicle_id,delivery_instruction,loaders_amount,delivery_images,is_paid,loaders_count
84,4,11,0,0,NULL,1,0,0,0,NULL,2,NULL,a1bb6855f3049371a31472aa68e7a489,1,1,0,8.32E+18,,0000-00-00 00:00:00,06/20/19 09:43 AM,30.6942667,76.881458,30.6942667,76.881458,06/20/19 03:59 AM,3,3,1,0,NULL,0,NULL,06/20/19 04:21 AM,06/20/19 04:11 AM,06/20/19 04:21 AM,06/20/19 04:04 AM,2,1,1,0,0,-330,06/20/19 09:43 AM,2019-06-20,06/20/19 04:13 AM,2019-06-20,NULL,1,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,640,8,1,536.5,0,0,640,1,NULL,NULL,NULL,0,83AA006,0,512,1,NULL,NULL,NULL,0,640,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
85,4,11,0,0,NULL,1,0,0,0,NULL,2,NULL,d9f70b49bfa6929ed15255e198b212d5,1,1,0,8.52E+18,,06/20/19 09:35 AM,0000-00-00 00:00:00,30.7052881,76.844708,30.7052881,76.844708,06/20/19 04:00 AM,5,NULL,1,0,NULL,0,NULL,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,07/13/19 02:59 PM,8,1,0,0,0,-330,06/20/19 09:35 AM,2019-06-20,06/20/19 04:05 AM,2019-06-20,NULL,1,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,640,8,0,536.5,0,0,640,1,NULL,NULL,NULL,0,85AA007,0,0,0,NULL,NULL,NULL,0,640,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
86,4,11,0,0,NULL,1,0,0,0,NULL,2,NULL,88543301f33ad7d3aa3fc99cd3ff339b,1,1,0,8.52E+18,,0000-00-00 00:00:00,06/20/19 09:44 AM,30.6942667,76.881458,30.6942667,76.881458,06/20/19 04:00 AM,5,NULL,1,0,NULL,0,NULL,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,07/13/19 02:59 PM,8,1,1,0,0,-330,06/20/19 09:44 AM,2019-06-20,06/20/19 04:14 AM,2019-06-20,NULL,1,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,640,8,0,536.5,0,0,640,1,NULL,NULL,NULL,0,85AA007,0,0,0,NULL,NULL,NULL,0,640,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
87,4,11,0,0,NULL,1,0,0,0,NULL,1,NULL,d00f6fdc298bd95abbf12b4a44017d9e,1,1,0,8.72E+18,,06/20/19 11:40 AM,0000-00-00 00:00:00,30.6922916,76.8901113,30.6922916,76.8901113,06/20/19 06:06 AM,3,3,1,0,NULL,0,NULL,06/20/19 06:25 AM,06/20/19 06:15 AM,06/20/19 06:25 AM,06/20/19 06:07 AM,2,1,0,0,2,-330,06/20/19 11:40 AM,2019-06-20,06/20/19 06:10 AM,2019-06-20,1195,1,4,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,800,8,0,696.9,0,0,800,1,NULL,NULL,NULL,0,87AA008,0,640,1,NULL,NULL,NULL,0,800,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
88,4,11,0,0,NULL,1,0,0,0,NULL,1,NULL,32393f54999bf089071a08587ff09cc5,1,1,0,8.72E+18,,0000-00-00 00:00:00,06/20/19 11:55 AM,30.7052881,76.844708,30.7052881,76.844708,06/20/19 06:06 AM,3,3,1,0,NULL,0,NULL,06/20/19 06:31 AM,06/20/19 06:25 AM,06/20/19 06:31 AM,06/20/19 06:07 AM,2,1,1,0,0,-330,06/20/19 11:55 AM,2019-06-20,06/20/19 06:25 AM,2019-06-20,2339,1,4,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,800,8,1,696.9,0,0,800,1,NULL,NULL,NULL,0,87AA008,0,640,1,NULL,NULL,NULL,0,800,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
89,4,14,0,0,NULL,2,0,0,0,NULL,1,NULL,177c575dd25dc984ba01e0ed2270c422,1,1,0,8.92E+18,,06/20/19 12:49 PM,0000-00-00 00:00:00,6.4934402,3.3815502,6.4934402,3.3815502,06/20/19 11:44 AM,6,6,1,0,NULL,0,NULL,06/20/19 11:55 AM,06/20/19 11:50 AM,06/20/19 11:55 AM,06/20/19 11:46 AM,2,1,0,0,2,-60,06/20/19 12:49 PM,2019-06-20,06/20/19 11:49 AM,2019-06-20,0,1,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,1190,262144,0,1138.9,0,0,1190,1,NULL,NULL,NULL,0,89AA009,0,952,1,NULL,NULL,NULL,0,1190,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
90,4,14,0,0,NULL,2,0,0,0,NULL,1,NULL,5f08e0cb3fef519da2f02a1d286d37eb,1,1,0,8.92E+18,,0000-00-00 00:00:00,06/20/19 01:13 PM,6.4395233,3.4340605,6.4395233,3.4340605,06/20/19 11:44 AM,6,6,1,0,NULL,0,NULL,06/20/19 12:00 PM,06/20/19 11:57 AM,06/20/19 12:00 PM,06/20/19 11:46 AM,2,1,1,0,0,-60,06/20/19 01:13 PM,2019-06-20,06/20/19 12:13 PM,2019-06-20,0,1,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,1190,262144,1,1138.9,0,0,1190,1,NULL,NULL,NULL,0,89AA009,0,952,1,NULL,NULL,NULL,0,1190,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
91,4,14,0,0,NULL,2,0,0,0,NULL,1,NULL,81688034431698a2dbb6f5b059f1bfd4,1,1,0,9.12E+18,,06/20/19 02:29 PM,0000-00-00 00:00:00,6.4934402,3.3815502,6.4934402,3.3815502,06/20/19 01:23 PM,6,6,1,0,NULL,0,NULL,06/20/19 01:25 PM,06/20/19 01:25 PM,06/20/19 01:25 PM,06/20/19 01:25 PM,2,1,0,0,0,-60,06/20/19 02:29 PM,2019-06-20,06/20/19 01:29 PM,2019-06-20,NULL,1,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,1190,262144,0,1138.9,0,0,1190,1,NULL,NULL,NULL,0,91AA010,0,238,1,NULL,NULL,NULL,0,1190,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
92,4,14,0,0,NULL,2,0,0,0,NULL,1,NULL,1a53cd1084c386da9c6d57dbe1635f22,1,1,0,9.12E+18,,0000-00-00 00:00:00,06/20/19 02:53 PM,6.4395233,3.4340605,6.4395233,3.4340605,06/20/19 01:23 PM,6,6,1,0,NULL,0,NULL,06/20/19 01:25 PM,06/20/19 01:25 PM,06/20/19 01:25 PM,06/20/19 01:25 PM,2,1,1,0,0,-60,06/20/19 02:53 PM,2019-06-20,06/20/19 01:53 PM,2019-06-20,0,1,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,1190,262144,1,1138.9,0,0,1190,1,NULL,NULL,NULL,0,91AA010,0,238,1,NULL,NULL,NULL,0,1190,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
94,4,8,0,0,NULL,1,0,0,0,NULL,2,NULL,d13458a23bf3bace182470b5ee47d2f2,1,1,0,9.32E+18,,0000-00-00 00:00:00,06/21/19 12:46 PM,30.7333148,76.7794179,30.7333148,76.7794179,06/21/19 06:53 AM,8,8,1,0,NULL,0,NULL,06/21/19 06:53 AM,06/21/19 06:53 AM,06/21/19 06:53 AM,06/21/19 06:53 AM,2,1,1,0,0,-330,06/21/19 12:46 PM,2019-06-21,06/21/19 07:16 AM,2019-06-21,0,1,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,980,8,1,834.9,0,0,980,1,NULL,NULL,NULL,0,93AA011,0,196,1,NULL,NULL,NULL,0,980,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
95,1,1,0,0,NULL,1,0,0,0,,0,4,55832fb6bf4d377d601bf68d3d063a5d,1,1,0,9.52E+18,A red blue bad,06/21/19 07:33 AM,0000-00-00 00:00:00,6.4934402,3.38155019999999,6.4934402,3.38155019999999,06/21/19 02:33 PM,13,13,1,4,Bny,1,NULL,06/21/19 02:36 PM,06/21/19 02:35 PM,06/21/19 02:36 PM,06/21/19 02:34 PM,2,1,0,0,4,420,06/21/19 07:33 AM,2019-06-21,06/21/19 02:33 PM,2019-06-21,0,NULL,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,0,8,0,0,0,0,0,1,NULL,NULL,NULL,0,95AA012,0,0,1,NULL,NULL,NULL,0,0,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
96,1,NULL,0,0,NULL,1,0,0,0,,0,4,e5ed7ba097cb3381c3c9473fd61f0c7a,1,1,0,9.52E+18,NULL,0000-00-00 00:00:00,06/21/19 07:33 AM,6.6910585,3.25620240000001,6.6910585,3.25620240000001,06/21/19 02:33 PM,13,13,1,0,NULL,0,NULL,06/21/19 02:38 PM,06/21/19 02:38 PM,06/21/19 02:38 PM,06/21/19 02:34 PM,2,1,1,0,0,420,06/21/19 07:33 AM,2019-06-21,06/21/19 02:33 PM,2019-06-21,0,NULL,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,0,8,1,0,0,0,0,1,NULL,NULL,NULL,0,95AA012,0,0,1,NULL,NULL,NULL,0,0,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
97,4,13,0,0,NULL,0,0,0,0,NULL,1,NULL,bb24ace8bbcd7dfcc98f5f0ef316e9ea,1,1,0,9.72E+18,,06/21/19 09:31 PM,0000-00-00 00:00:00,6.4934402,3.3815502,6.4934402,3.3815502,06/21/19 08:26 PM,NULL,NULL,1,0,NULL,0,NULL,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,10,1,0,0,0,-60,06/21/19 09:31 PM,2019-06-21,06/21/19 08:31 PM,2019-06-21,NULL,1,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,1190,262144,0,1138.9,0,0,1190,1,NULL,NULL,NULL,0,97AA013,0,0,0,NULL,NULL,NULL,0,1190,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
98,4,13,0,0,NULL,0,0,0,0,NULL,1,NULL,bbaaa20f612bc0e9fa4f1616fc16ccd2,1,1,0,9.72E+18,,0000-00-00 00:00:00,06/21/19 09:55 PM,6.4395233,3.4340605,6.4395233,3.4340605,06/21/19 08:26 PM,NULL,NULL,1,0,NULL,0,NULL,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,10,1,1,0,0,-60,06/21/19 09:55 PM,2019-06-21,06/21/19 08:55 PM,2019-06-21,NULL,1,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,1190,262144,0,1138.9,0,0,1190,1,NULL,NULL,NULL,0,97AA013,0,0,0,NULL,NULL,NULL,0,1190,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
99,1,NULL,0,0,NULL,1,0,0,0,,2,4,c1cd1c811cb9823fae18f96f90b46a32,1,1,0,9.92E+18,NULL,06/22/19 05:03 AM,0000-00-00 00:00:00,6.5049778,3.38621480000006,6.5049778,3.38621480000006,06/22/19 12:03 PM,9,9,1,0,NULL,0,NULL,06/22/19 12:06 PM,06/22/19 12:05 PM,06/22/19 12:06 PM,06/22/19 12:03 PM,2,1,0,0,1,420,06/22/19 05:03 AM,2019-06-22,06/22/19 12:03 PM,2019-06-22,0,NULL,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,0,8,0,0,0,0,0,1,NULL,NULL,NULL,0,99AA014,0,0,1,NULL,NULL,NULL,0,0,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
100,1,NULL,0,0,NULL,1,0,0,0,,2,4,dbd6465fac54a61fef814a235dba54ce,1,1,0,9.92E+18,Jewellery,0000-00-00 00:00:00,06/22/19 05:03 AM,6.593889,3.33971980000001,6.593889,3.33971980000001,06/22/19 12:03 PM,9,9,1,5,,1,NULL,06/22/19 12:31 PM,06/22/19 12:06 PM,06/22/19 12:31 PM,06/22/19 12:03 PM,2,1,1,0,2,420,06/22/19 05:03 AM,2019-06-22,06/22/19 12:03 PM,2019-06-22,4562,NULL,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,0,8,1,0,0,0,0,1,NULL,NULL,NULL,0,99AA014,0,0,1,NULL,NULL,NULL,0,0,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
101,3,18,0,0,NULL,1,0,0,0,NULL,2,NULL,25aab650c692d9029e47d7915956798a,1,1,0,1.01E+19,NULL,06/22/19 01:28 PM,0000-00-00 00:00:00,6.5060404,3.37793820000002,6.5060404,3.37793820000002,06/22/19 12:29 PM,13,13,1,4,,1,NULL,06/22/19 12:30 PM,06/22/19 12:30 PM,06/22/19 12:30 PM,06/22/19 12:29 PM,2,1,0,0,2,-60,06/22/19 01:28 PM,2019-06-22,06/22/19 12:28 PM,2019-06-22,0,2,4,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,2400,262144,0,2345.4,0,0,2400,1,NULL,NULL,NULL,0,101AA015,0,480,1,NULL,NULL,NULL,0,2400,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
102,3,18,0,0,NULL,1,0,0,0,NULL,2,NULL,2cc0903e2696d76782da46d7de71b60c,1,1,0,1.01E+19,NULL,0000-00-00 00:00:00,06/22/19 02:30 PM,6.69154,3.25853000000006,6.69154,3.25853000000006,06/22/19 12:29 PM,13,13,1,0,NULL,0,NULL,06/22/19 12:30 PM,06/22/19 12:30 PM,06/22/19 12:30 PM,06/22/19 12:29 PM,2,1,1,0,0,-60,06/22/19 02:30 PM,2019-06-22,06/22/19 01:30 PM,2019-06-22,0,2,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,2400,262144,1,2345.4,0,0,2400,1,NULL,NULL,NULL,0,101AA015,0,480,1,NULL,NULL,NULL,0,2400,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
103,1,NULL,0,0,NULL,1,0,0,0,,2,4,a1fc49617fed64416745bf1445ab8a73,1,1,0,1.03E+19,NULL,06/22/19 05:43 AM,0000-00-00 00:00:00,6.5037394,3.38694080000005,6.5037394,3.38694080000005,06/22/19 12:43 PM,9,9,1,0,NULL,0,NULL,06/22/19 12:44 PM,06/22/19 12:44 PM,06/22/19 12:44 PM,06/22/19 12:44 PM,2,1,0,0,1,420,06/22/19 05:43 AM,2019-06-22,06/22/19 12:43 PM,2019-06-22,0,NULL,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,0,8,0,0,0,0,0,1,NULL,NULL,NULL,0,103AA016,0,0,1,NULL,NULL,NULL,0,0,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
104,1,NULL,0,0,NULL,1,0,0,0,,2,4,f758417bd62c2b77cdc64f52cfd5c85c,1,1,0,1.03E+19,NULL,0000-00-00 00:00:00,06/22/19 05:43 AM,6.5049778,3.38621480000006,6.5049778,3.38621480000006,06/22/19 12:43 PM,9,9,1,0,NULL,0,NULL,06/22/19 01:28 PM,06/22/19 12:45 PM,06/22/19 01:28 PM,06/22/19 12:44 PM,2,1,1,0,0,420,06/22/19 05:43 AM,2019-06-22,06/22/19 12:43 PM,2019-06-22,4530,NULL,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,0,8,1,0,0,0,0,1,NULL,NULL,NULL,0,103AA016,0,0,1,NULL,NULL,NULL,0,0,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
105,4,19,0,0,NULL,1,0,0,0,NULL,2,NULL,899a3b86c46579c6318829e89387c290,1,1,0,1.05E+19,,06/24/19 04:02 PM,0000-00-00 00:00:00,30.7333148,76.7794179,30.7333148,76.7794179,06/24/19 10:26 AM,9,9,1,0,NULL,0,NULL,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,06/27/19 09:45 AM,7,1,0,0,0,-330,06/24/19 04:02 PM,2019-06-24,06/24/19 10:32 AM,2019-06-24,NULL,1,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,90,8,0,40,0,0,90,1,NULL,NULL,NULL,0,105AA017,0,0,0,NULL,NULL,NULL,0,90,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
107,0,NULL,0,0,NULL,1,0,0,0,,2,NULL,789d00fd08ccc29e8f40534f69e59ca6,1,1,0,1.07E+19,NULL,06/24/19 04:32 PM,0000-00-00 00:00:00,30.7188978,76.8102981,30.7188978,76.8102981,06/24/19 11:02 AM,8,8,1,0,NULL,0,NULL,06/24/19 11:03 AM,06/24/19 11:03 AM,06/24/19 11:03 AM,06/24/19 11:03 AM,2,1,0,0,0,-330,06/24/19 04:32 PM,2019-06-24,06/24/19 11:02 AM,2019-06-24,0,NULL,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,0,8,0,0,0,0,0,1,NULL,NULL,NULL,0,107AA018,0,0,1,NULL,NULL,NULL,0,0,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
108,0,NULL,0,0,NULL,1,0,0,0,,2,NULL,d03a39b13ebb327d2044d5ca337ba668,1,1,0,1.07E+19,NULL,0000-00-00 00:00:00,06/24/19 04:32 PM,30.7008554,76.6788091,30.7008554,76.6788091,06/24/19 11:02 AM,8,8,1,0,NULL,0,NULL,06/24/19 11:03 AM,06/24/19 11:03 AM,06/24/19 11:03 AM,06/24/19 11:03 AM,2,1,1,0,0,-330,06/24/19 04:32 PM,2019-06-24,06/24/19 11:02 AM,2019-06-24,0,NULL,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,0,8,1,0,0,0,0,1,NULL,NULL,NULL,0,107AA018,0,0,1,NULL,NULL,NULL,0,0,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
109,4,13,0,0,NULL,0,0,0,0,NULL,2,NULL,4c0d5f3a231d1743f52609e06147fc8c,1,1,0,1.09E+19,,06/26/19 11:53 AM,0000-00-00 00:00:00,6.4934402,6.4934402,6.4934402,6.4934402,06/26/19 10:47 AM,6,NULL,1,0,NULL,0,NULL,06/26/19 11:09 AM,06/26/19 11:09 AM,06/26/19 11:09 AM,06/26/19 11:09 AM,9,1,0,0,0,-60,06/26/19 11:53 AM,2019-06-26,06/26/19 10:53 AM,2019-06-26,NULL,1,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,21520,8,0,21469.8,0,0,21520,1,NULL,NULL,NULL,0,109AA019,0,0,0,NULL,NULL,NULL,0,21520,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
110,4,13,0,0,NULL,0,0,0,0,NULL,2,NULL,e01ce7ea42ea542200e6189e9ef548f5,1,1,0,1.09E+19,,0000-00-00 00:00:00,06/26/19 06:12 PM,6.4389357,3.4348907,6.4389357,3.4348907,06/26/19 10:47 AM,6,NULL,1,0,NULL,0,NULL,06/26/19 11:09 AM,06/26/19 11:09 AM,06/26/19 11:09 AM,06/26/19 11:09 AM,9,1,1,0,0,-60,06/26/19 06:12 PM,2019-06-26,06/26/19 05:12 PM,2019-06-26,NULL,1,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,21520,8,0,21469.8,0,0,21520,1,NULL,NULL,NULL,0,109AA019,0,0,0,NULL,NULL,NULL,0,21520,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
111,1,NULL,0,0,NULL,1,0,0,0,,0,4,70c47d79e233428e3a29aaf35a77fd6e,1,1,0,1.11E+19,NULL,06/26/19 06:31 PM,0000-00-00 00:00:00,6.4927528,3.3820246,6.4927528,3.3820246,06/26/19 05:31 PM,34,34,1,0,NULL,0,NULL,06/26/19 05:33 PM,06/26/19 05:33 PM,06/26/19 05:33 PM,06/26/19 05:33 PM,2,1,0,0,1,-60,06/26/19 06:31 PM,2019-06-26,06/26/19 05:31 PM,2019-06-26,0,NULL,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,0,8,0,0,0,0,0,1,NULL,NULL,NULL,0,111AA020,0,0,1,NULL,NULL,NULL,0,0,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
112,1,NULL,0,0,NULL,1,0,0,0,,0,4,a603aeb456a1df7c777e1ee5c5ef9eb9,1,1,0,1.11E+19,Testtt,0000-00-00 00:00:00,06/26/19 06:31 PM,6.5049778,3.38621480000006,6.5049778,3.38621480000006,06/26/19 05:31 PM,34,34,1,0,NULL,0,NULL,06/26/19 05:34 PM,06/26/19 05:33 PM,06/26/19 05:34 PM,06/26/19 05:33 PM,2,1,1,0,0,-60,06/26/19 06:31 PM,2019-06-26,06/26/19 05:31 PM,2019-06-26,0,NULL,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,0,8,1,0,0,0,0,1,NULL,NULL,NULL,0,111AA020,0,0,1,NULL,NULL,NULL,0,0,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
113,1,NULL,0,0,NULL,1,0,0,0,,0,4,47d14b08e94fb798a4436b52544af886,1,1,0,1.13E+19,NULL,06/26/19 06:35 PM,0000-00-00 00:00:00,6.4927528,3.3820246,6.4927528,3.3820246,06/26/19 05:35 PM,34,34,1,0,NULL,0,NULL,06/26/19 05:35 PM,06/26/19 05:35 PM,06/26/19 05:35 PM,06/26/19 05:35 PM,2,1,0,0,4,-60,06/26/19 06:35 PM,2019-06-26,06/26/19 05:35 PM,2019-06-26,0,NULL,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,0,8,0,0,0,0,0,1,"188 Herbert Macaulay Way, Adekunle 100001, Lagos, Nigeria",6.4935327,3.3815257,0,113AA021,0,0,1,NULL,NULL,NULL,0,0,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
114,1,NULL,0,0,NULL,1,0,0,0,,0,4,d4bba3e778d3e3c43a9f4fd16a0aa04e,1,1,0,1.13E+19,NULL,0000-00-00 00:00:00,06/26/19 06:35 PM,6.5049778,3.38621480000006,6.5049778,3.38621480000006,06/26/19 05:35 PM,34,34,1,0,NULL,0,NULL,0000-00-00 00:00:00,06/26/19 05:35 PM,0000-00-00 00:00:00,06/26/19 05:35 PM,14,1,1,0,0,-60,06/26/19 06:35 PM,2019-06-26,06/26/19 05:35 PM,2019-06-26,0,NULL,NULL,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,0,8,0,0,0,0,0,1,"188 Herbert Macaulay Way, Adekunle 100001, Lagos, Nigeria",6.4935327,3.3815257,0,113AA021,0,0,1,NULL,NULL,NULL,0,0,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
115,1,NULL,0,0,NULL,1,0,0,0,,0,4,2a5671b424302c553f8edb56b4036ffe,1,1,0,1.15E+19,NULL,06/27/19 10:46 AM,0000-00-00 00:00:00,6.4927528,3.3820246,6.4927528,3.3820246,06/27/19 09:46 AM,9,9,1,0,NULL,0,NULL,06/27/19 09:49 AM,06/27/19 09:47 AM,06/27/19 09:49 AM,06/27/19 09:46 AM,2,1,0,0,1,-60,06/27/19 10:46 AM,2019-06-27,06/27/19 09:46 AM,2019-06-27,0,NULL,5,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,0,8,0,0,0,0,0,1,NULL,NULL,NULL,0,115AA022,0,0,1,NULL,NULL,NULL,0,0,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
116,1,NULL,0,0,NULL,1,0,0,0,,0,4,facbb751d64bbf0dc068e14004c90043,1,1,0,1.15E+19,NULL,0000-00-00 00:00:00,06/27/19 10:46 AM,6.5049778,3.38621480000006,6.5049778,3.38621480000006,06/27/19 09:46 AM,9,9,1,0,NULL,0,NULL,06/27/19 09:55 AM,06/27/19 09:54 AM,06/27/19 09:55 AM,06/27/19 09:46 AM,2,1,1,0,0,-60,06/27/19 10:46 AM,2019-06-27,06/27/19 09:46 AM,2019-06-27,0,NULL,3,NULL,NULL,NULL,0,NULL,0,0,0,0,,,,0,8,1,0,0,0,0,1,NULL,NULL,NULL,0,115AA022,0,0,1,NULL,NULL,NULL,0,0,NULL,0,0,0,0,0,-1,0,NULL,0,0,0,NULL,0,0,0,NULL,0,0,0,0,,0,,0,0
